pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_imppar,st_teff,st_rad,st_mass,st_lum,st_logg,releasedate
0,124.41983980,0.449400,4.670,,,0.000000,2.02,304,0.0400,5446.00,0.72,0.78,,4.62,2014-11-18
0,124.41971750,,,,,,,,,5177.00,0.82,0.88,-0.362,4.56,2018-09-25
0,,,5.049,,,,1.65,,,5023.00,0.81,,,,2018-09-06
0,124.41983980,,5.230,,,,,,,5324.00,0.81,0.85,,4.56,2016-05-10
0,124.41949000,0.471000,5.200,,,0.000000,,315,0.0143,5503.00,0.79,0.90,,4.59,2013-10-28
0,124.41971750,0.479000,10.300,,,0.000000,7.07,416,0.0170,5066.00,1.66,0.94,,3.97,2017-05-08
0,1.21956877,,,,,,,,,4668.00,0.76,0.74,-0.612,4.55,2016-07-28
0,1.21956805,,,,,,,,,4668.00,0.76,0.74,-0.612,4.55,2018-09-25
0,1.21958470,0.020000,1.470,,,0.000000,,1194,0.6900,4797.00,0.64,0.72,,4.69,2013-10-28
0,,,1.523,,,,588.95,,,4836.00,0.71,,,,2018-09-06
0,1.21956827,,1.600,,,,,,,4848.00,0.73,0.78,,4.60,2016-05-10
0,1.21956827,0.020400,1.580,,,0.000000,604.11,1264,0.1661,4845.00,0.71,0.77,,4.61,2014-11-18
0,1.21957022,,,,,,,,,4668.00,0.76,0.74,-0.612,4.55,2019-04-18
0,1.21956805,0.020400,1.510,,,0.000000,578.96,1252,0.0670,4838.00,0.70,0.78,,4.62,2017-05-08
0,1.21956827,0.020400,1.580,,,0.000000,604.11,1264,0.1661,4845.00,0.71,0.77,,4.61,2015-08-25
0,1.21956827,0.020400,1.580,,,0.000000,604.11,1264,0.1661,4845.00,0.71,0.77,,4.61,2014-11-21
0,2.05387982,,2.590,,,,,,,5830.00,1.03,1.02,,4.42,2016-05-10
0,2.05387982,0.031500,2.290,,,0.000000,854.72,1379,0.0711,5868.00,0.89,0.99,,4.53,2014-11-18
0,,,2.290,,,,890.33,,,5631.00,0.98,,,,2018-09-06
0,2.05388477,,,,,,,,,5621.00,1.00,1.00,-0.047,4.44,2018-09-25
0,2.05387982,0.031500,2.290,,,0.000000,854.72,1379,0.0711,5868.00,0.89,0.99,,4.53,2014-11-21
0,2.05387982,0.031500,2.290,,,0.000000,854.72,1379,0.0711,5868.00,0.89,0.99,,4.53,2015-08-25
0,2.05389597,,,,,,,,,5621.00,1.00,1.00,-0.047,4.44,2019-04-18
0,2.05388477,0.031300,2.740,,,0.000000,1271.11,1523,0.2820,5632.00,1.18,0.96,,4.28,2017-05-08
0,2.05389900,0.032000,2.310,,,0.000000,,1359,0.8910,5853.00,0.89,0.99,,4.54,2013-10-28
0,2.05388429,,,,,,,,,5621.00,1.00,1.00,-0.047,4.44,2016-07-28
0,2.61302086,0.030100,1.510,,,0.000000,58.11,704,0.8551,3878.00,0.51,0.53,,4.75,2014-11-18
0,2.61302042,0.029800,1.500,,,0.000000,61.24,713,0.8910,3883.00,0.52,0.52,,4.72,2017-05-08
0,2.61302086,0.030100,1.510,,,0.000000,58.11,704,0.8551,3878.00,0.51,0.53,,4.75,2014-11-21
0,2.61300400,0.031000,1.370,,,0.000000,,768,0.7500,4168.00,0.54,0.57,,4.73,2013-10-28
0,2.61302042,,,,,,,,,3965.18,0.73,0.62,-0.921,4.50,2018-09-25
0,,,1.812,,,,89.65,,,3880.00,0.63,,,,2018-09-06
0,2.61302086,0.030100,1.510,,,0.000000,58.11,704,0.8551,3878.00,0.51,0.53,,4.75,2015-08-25
0,2.61302086,,1.680,,,,,,,4128.00,0.57,0.59,,4.70,2016-05-10
0,0.92785982,0.017000,2.100,,,0.000000,1104.37,1470,0.8534,4911.00,0.78,0.75,,4.53,2015-08-25
0,0.92785928,,,,,,,,,4655.78,0.77,0.74,-0.605,4.54,2016-07-28
0,0.92785982,,2.040,,,,,,,4913.00,0.75,0.79,,4.59,2016-05-10
0,0.92785979,,,,,,,,,4655.78,0.77,0.74,-0.605,4.54,2018-09-25
0,0.92785971,,,,,,,,,4655.78,0.77,0.74,-0.605,4.54,2019-04-18
0,0.92785982,0.017000,2.100,,,0.000000,1104.37,1470,0.8534,4911.00,0.78,0.75,,4.53,2014-11-21
0,,,1.768,,,,772.50,,,4773.00,0.69,,,,2018-09-06
0,0.92785979,0.017000,1.790,,,0.000000,813.30,1361,0.7950,4815.00,0.70,0.80,,4.63,2017-05-08
0,0.92785982,0.017000,2.100,,,0.000000,1104.37,1470,0.8534,4911.00,0.78,0.75,,4.53,2014-11-18
0,0.92785510,0.017000,1.460,,,0.000000,,1360,0.2900,4858.00,0.69,0.70,,4.61,2013-10-28
0,19.80787763,0.139900,2.080,,,0.000000,35.89,624,0.0540,5775.00,0.84,0.93,,4.56,2017-05-08
0,19.80792185,0.140600,2.300,,,0.000000,36.77,628,0.1913,5787.00,0.85,0.94,,4.55,2014-11-21
0,19.80792185,0.140600,2.300,,,0.000000,36.77,628,0.1913,5787.00,0.85,0.94,,4.55,2015-08-25
0,19.80791599,,,,,,,,,5494.00,0.86,0.96,-0.217,4.55,2019-04-18
0,19.80792185,,2.480,,,,,,,5579.00,0.91,0.94,,4.50,2016-05-10
0,19.80778729,,,,,,,,,5494.00,0.86,0.96,-0.217,4.55,2016-07-28
0,19.80792185,0.140600,2.300,,,0.000000,36.77,628,0.1913,5787.00,0.85,0.94,,4.55,2014-11-18
0,19.80787763,,,,,,,,,5494.00,0.86,0.96,-0.217,4.55,2018-09-25
0,19.80762000,0.142000,2.200,,,0.000000,,629,0.4600,5781.00,0.86,0.97,,4.55,2013-10-28
0,,,2.052,,,,35.28,,,5781.00,0.83,,,,2018-09-06
0,2.34323190,,1.180,,,,,,,4940.00,0.77,0.83,,4.58,2016-05-10
0,2.34323190,0.032200,1.340,,,0.000000,355.02,1107,0.0866,4876.00,0.85,0.81,,4.49,2015-08-25
0,2.34323870,,,,,,,,,4746.00,0.83,0.76,-0.507,4.49,2019-04-18
0,2.34323057,,,,,,,,,4746.00,0.83,0.76,-0.507,4.49,2018-09-25
0,2.34323190,0.032200,1.340,,,0.000000,355.02,1107,0.0866,4876.00,0.85,0.81,,4.49,2014-11-18
0,2.34323190,0.032200,1.340,,,0.000000,355.02,1107,0.0866,4876.00,0.85,0.81,,4.49,2014-11-21
0,2.34323057,0.031500,1.180,,,0.000000,292.31,1054,0.0470,4798.00,0.78,0.76,,4.53,2017-05-08
0,2.34324800,0.030000,1.010,,,0.000000,,981,0.2600,4751.00,0.66,0.68,,4.63,2013-10-28
0,6.91134416,0.070300,1.440,,,0.000000,216.09,978,0.5357,5907.00,0.99,0.97,,4.43,2014-11-18
0,6.91129885,,,,,,,,,5654.59,2.06,1.00,0.594,3.81,2019-04-18
0,6.91134223,0.072000,1.900,,,0.000000,328.65,1086,0.2590,5685.00,1.35,1.04,,4.19,2017-05-08
0,,,2.919,,,,794.78,,,5722.00,2.07,,,,2018-09-06
0,6.91134979,,,,,,,,,5654.59,2.06,1.00,0.594,3.81,2016-07-28
0,6.91134416,0.070300,1.440,,,0.000000,216.09,978,0.5357,5907.00,0.99,0.97,,4.43,2014-11-21
0,6.91134416,0.070300,1.440,,,0.000000,216.09,978,0.5357,5907.00,0.99,0.97,,4.43,2015-08-25
0,6.91130100,0.070000,1.400,,,0.000000,,979,0.2600,5894.00,0.99,0.97,,4.43,2013-10-28
0,6.91134223,,,,,,,,,5654.59,2.06,1.00,0.594,3.81,2018-09-25
0,6.91134416,,1.700,,,,,,,5695.00,1.20,1.01,,4.28,2016-05-10
0,,,8.245,,,,3.12,,,5979.00,1.83,,,,2018-09-06
0,394.62449040,1.108400,8.260,,,0.000000,3.05,337,0.3892,5858.00,1.89,1.16,,3.95,2014-11-18
0,394.62449040,1.108400,8.260,,,0.000000,3.05,337,0.3892,5858.00,1.89,1.16,,3.95,2014-11-21
0,394.62495140,,,,,,,,,5994.90,1.86,1.10,0.605,3.94,2018-09-25
0,394.62495140,1.108800,7.790,,,0.000000,2.65,325,0.3360,5910.00,1.73,1.16,,4.03,2017-05-08
0,394.62449040,,7.140,,,,,,,6059.00,1.64,1.23,,4.10,2016-05-10
0,394.62449040,1.108400,8.260,,,0.000000,3.05,337,0.3892,5858.00,1.89,1.16,,3.95,2015-08-25
0,394.61070000,1.129000,7.800,,,0.000000,,316,0.7157,5930.00,1.65,1.23,,4.09,2013-10-28
0,8.30537490,0.079600,2.120,,,0.000000,112.98,831,0.9129,5695.00,0.87,0.97,,4.54,2014-11-21
0,8.30540302,,,,,,,,,5495.00,0.86,0.96,-0.212,4.55,2016-07-28
0,8.30599200,0.079000,1.990,,,0.000000,,814,0.9210,5666.00,0.84,0.94,,4.57,2013-10-28
0,8.30600000,,1.970,,,,,,,,1.24,0.92,,4.22,2014-05-14
0,8.30500000,,,,,,,,,,0.87,0.97,,,2014-05-28
0,8.30537702,0.076600,1.690,,,0.000000,101.43,809,0.4890,5435.00,0.87,0.87,,4.50,2017-05-08
0,8.30537490,0.079600,2.120,,,0.000000,112.98,831,0.9129,5695.00,0.87,0.97,,4.54,2015-08-25
0,8.30537490,,2.120,,,,,,,5499.00,0.88,0.92,,4.51,2016-05-10
0,8.30537490,0.079600,2.120,,,0.000000,112.98,831,0.9129,5695.00,0.87,0.97,,4.54,2014-11-18
0,,,1.684,,,,107.03,,,5520.00,0.87,,,,2018-09-06
0,8.30537702,,,,,,,,,5495.00,0.86,0.96,-0.212,4.55,2018-09-25
0,8.30559976,,,,,,,,,5495.00,0.86,0.96,-0.212,4.55,2019-04-18
0,12.51217000,0.103000,2.200,,,0.000000,,712,0.9250,5666.00,0.84,0.94,,4.57,2013-10-28
0,12.51300000,,2.180,,,,,,,,1.24,0.92,,4.22,2014-05-14
0,12.51374906,,,,,,,,,5495.00,0.86,0.96,-0.212,4.55,2016-07-28
0,12.51353325,0.100700,1.880,,,0.000000,58.69,706,0.5960,5435.00,0.87,0.87,,4.50,2017-05-08
0,12.51366754,0.104600,1.920,,,0.000000,65.43,725,0.6443,5695.00,0.87,0.97,,4.54,2014-11-18
0,12.51366754,,1.930,,,,,,,5499.00,0.88,0.92,,4.51,2016-05-10
0,12.51366754,0.104600,1.920,,,0.000000,65.43,725,0.6443,5695.00,0.87,0.97,,4.54,2015-08-25
0,12.51353325,,,,,,,,,5495.00,0.86,0.96,-0.212,4.55,2018-09-25
0,,,1.865,,,,61.93,,,5520.00,0.87,,,,2018-09-06
0,12.51366754,0.104600,1.920,,,0.000000,65.43,725,0.6443,5695.00,0.87,0.97,,4.54,2014-11-21
0,12.51300000,,2.140,20.90000,,,,,,,0.87,0.97,,,2014-05-28
0,17.91342150,0.127900,1.390,,,0.000000,36.38,626,0.8320,5435.00,0.87,0.87,,4.50,2017-05-08
0,17.91342150,,,,,,,,,5495.00,0.86,0.96,-0.212,4.55,2018-09-25
0,17.91337390,0.132800,1.270,,,0.000000,40.59,644,0.3181,5695.00,0.87,0.97,,4.54,2014-11-21
0,17.91304000,0.131000,1.560,,,0.000000,,632,0.9260,5666.00,0.84,0.94,,4.57,2013-10-28
0,17.91323000,0.130000,1.200,,,,,,0.0000,5436.00,0.89,,,4.49,2014-05-14
0,,,1.386,,,,38.39,,,5520.00,0.87,,,,2018-09-06
0,17.91337390,0.132800,1.270,,,0.000000,40.59,644,0.3181,5695.00,0.87,0.97,,4.54,2014-11-18
0,17.91389062,,,,,,,,,5495.00,0.86,0.96,-0.212,4.55,2019-04-18
0,25.21491430,,,,,,,,,5495.00,0.86,0.96,-0.212,4.55,2018-09-25
0,25.21528750,0.166800,1.210,,,0.000000,25.73,574,0.0722,5695.00,0.87,0.97,,4.54,2015-08-25
0,25.21675100,0.163000,1.270,,,,,,0.2000,5436.00,0.89,,,4.49,2014-05-14
0,25.21767000,0.165000,1.610,,,0.000000,,563,0.9250,5666.00,0.84,0.94,,4.57,2013-10-28
0,25.21528750,0.166800,1.210,,,0.000000,25.73,574,0.0722,5695.00,0.87,0.97,,4.54,2014-11-21
0,25.21491430,0.160700,1.190,,,0.000000,23.05,559,0.5990,5435.00,0.87,0.87,,4.50,2017-05-08
0,,,1.186,,,,24.32,,,5520.00,0.87,,,,2018-09-06
0,25.21500000,,1.200,0.60000,1.60000,,,,,,,0.90,,,2018-06-21
0,25.21508264,,,,,,,,,5495.00,0.86,0.96,-0.212,4.55,2019-04-18
0,25.21528750,0.166800,1.210,,,0.000000,25.73,574,0.0722,5695.00,0.87,0.97,,4.54,2014-11-18
0,25.21528750,,1.250,,,,,,,5499.00,0.88,0.92,,4.51,2016-05-10
0,7.19303878,0.074400,1.650,,,0.000000,232.36,996,0.0060,6185.00,0.99,1.06,,4.47,2014-11-18
0,7.19303878,0.074400,1.650,,,0.000000,232.36,996,0.0060,6185.00,0.99,1.06,,4.47,2015-08-25
0,7.19301659,,,,,,,,,5797.00,1.21,1.04,0.173,4.29,2019-04-18
0,7.19304935,0.074400,1.590,,,0.000000,232.36,995,0.0170,6185.00,0.99,1.06,,4.47,2017-05-08
0,7.19294000,0.075000,1.630,,,0.000000,,996,0.0294,6186.00,1.00,1.09,,4.48,2013-10-28
0,,,1.881,,,,329.28,,,6197.00,1.17,,,,2018-09-06
0,7.19303878,0.074400,1.650,,,0.000000,232.36,996,0.0060,6185.00,0.99,1.06,,4.47,2014-11-21
0,7.19303878,,1.780,,,,,,,5932.00,1.09,1.06,,4.39,2016-05-10
0,7.19304935,,,,,,,,,5797.00,1.21,1.04,0.173,4.29,2018-09-25
0,8.50686692,,,,,,,,,5585.00,0.78,0.99,-0.273,4.65,2019-04-18
0,,,1.547,,,,103.83,,,5822.00,0.81,,,,2018-09-06
0,8.50699658,,1.680,,,,,,,5455.00,0.85,0.89,,4.53,2016-05-10
0,8.50691000,0.080000,1.690,,,0.000000,,895,0.6900,5803.00,0.98,0.94,,4.43,2013-10-28
0,8.50698069,0.080200,1.900,,,0.000000,155.42,900,0.8160,5822.00,0.99,0.95,,4.43,2017-05-08
0,8.50698069,,,,,,,,,5585.00,0.78,0.99,-0.273,4.65,2018-09-25
0,8.50699658,0.080200,1.920,,,0.000000,155.42,900,0.8031,5822.00,0.99,0.95,,4.43,2014-11-18
0,8.50699658,0.080200,1.920,,,0.000000,155.42,900,0.8031,5822.00,0.99,0.95,,4.43,2014-11-21
0,8.50699658,0.080200,1.920,,,0.000000,155.42,900,0.8031,5822.00,0.99,0.95,,4.43,2015-08-25
0,,,4.669,,,,92.13,,,6236.00,2.19,,,,2018-09-06
0,44.93067060,0.265400,2.490,,,0.000000,24.17,565,0.4810,6121.00,1.16,1.23,,4.40,2017-05-08
0,44.93098040,0.249200,2.780,,,0.000000,36.70,628,0.6794,6354.00,1.25,1.02,,4.25,2014-11-21
0,44.93061439,,,,,,,,,6224.98,2.23,1.20,0.827,3.82,2019-04-18
0,44.93067060,,,,,,,,,6224.98,2.23,1.20,0.827,3.82,2018-09-25
0,44.93098040,0.249200,2.780,,,0.000000,36.70,628,0.6794,6354.00,1.25,1.02,,4.25,2015-08-25
0,44.93128000,0.261000,3.500,,,0.000000,,645,0.8950,6374.00,1.38,1.18,,4.23,2013-10-28
0,44.93098040,0.249200,2.780,,,0.000000,36.70,628,0.6794,6354.00,1.25,1.02,,4.25,2014-11-18
0,44.93097027,,,,,,,,,6224.98,2.23,1.20,0.827,3.82,2016-07-28
0,44.93098040,,2.540,,,,,,,6100.00,1.16,1.19,,4.38,2016-05-10
0,7.16887900,0.078000,1.280,,,0.000000,,1077,0.3900,6182.00,1.22,1.21,,4.35,2013-10-28
0,7.16893064,0.077900,1.610,,,0.000000,469.56,1187,0.5730,6221.00,1.46,1.23,,4.20,2017-05-08
0,,,1.604,,,,499.30,,,6318.00,1.46,,,,2018-09-06
0,7.16892463,,1.690,,,,,,,6350.00,1.55,1.30,,4.17,2016-05-10
0,7.16893064,,,,,,,,,6376.52,1.47,1.27,0.510,4.20,2018-09-25
0,7.16909012,,,,,,,,,6376.52,1.47,1.27,0.510,4.20,2019-04-18
0,7.16892463,0.077700,1.250,,,0.000000,310.22,1070,0.5757,6343.00,1.14,1.21,,4.41,2015-08-25
0,7.16893749,,,,,,,,,6376.52,1.47,1.27,0.510,4.20,2016-07-28
0,7.16892463,0.077700,1.250,,,0.000000,310.22,1070,0.5757,6343.00,1.14,1.21,,4.41,2014-11-18
0,7.16892463,0.077700,1.250,,,0.000000,310.22,1070,0.5757,6343.00,1.14,1.21,,4.41,2014-11-21
0,7.88663110,0.076200,9.230,,,0.000000,232.07,995,0.0010,5847.00,1.14,0.95,,4.30,2015-08-25
0,7.88663110,0.076200,9.230,,,0.000000,232.07,995,0.0010,5847.00,1.14,0.95,,4.30,2014-11-18
0,,,11.851,,,,405.18,,,5849.00,1.50,,,,2018-09-06
0,7.88663110,,8.350,,,,,,,5835.00,1.03,1.03,,4.42,2016-05-10
0,7.88663200,0.080000,9.400,,,0.000000,,960,0.0320,5604.00,1.21,1.08,,4.31,2013-10-28
0,7.88663247,0.076200,8.990,,,0.000000,232.07,996,0.0480,5847.00,1.14,0.95,,4.30,2017-05-08
0,7.88663247,,,,,,,,,5597.00,1.56,0.99,0.333,4.05,2018-09-25
0,7.88663595,,,,,,,,,5597.00,1.56,0.99,0.333,4.05,2016-07-28
0,7.88663110,0.076200,9.230,,,0.000000,232.07,995,0.0010,5847.00,1.14,0.95,,4.30,2014-11-21
0,8.02768059,0.078700,8.890,,,0.000000,109.35,825,0.5635,5569.00,0.89,1.01,,4.55,2014-11-21
0,8.02768059,0.078700,8.890,,,0.000000,109.35,825,0.5635,5569.00,0.89,1.01,,4.55,2014-11-18
0,8.02768059,,9.300,,,,,,,5535.00,0.93,0.96,,4.49,2016-05-10
0,8.02768209,,11.981,,,,161.12,909,,5368.00,1.13,,,4.30,2022-12-06
0,,,9.949,,,,153.50,,,5576.00,1.05,,,,2018-09-06
0,8.02767290,0.078000,7.400,,,0.000000,,761,0.2800,5364.00,0.81,0.98,,4.62,2013-10-28
0,8.02768112,,,,,,,,,5368.00,1.13,0.93,-0.022,4.30,2018-09-25
0,8.02768112,0.078700,8.430,,,0.000000,109.35,824,0.4950,5569.00,0.89,1.01,,4.55,2017-05-08
0,8.02768228,,,,,,,,,5368.00,1.13,0.93,-0.022,4.30,2019-04-18
0,8.02768059,0.078700,8.890,,,0.000000,109.35,825,0.5635,5569.00,0.89,1.01,,4.55,2015-08-25
0,8.02768225,,,,,,,,,5368.00,1.13,0.93,-0.022,4.30,2016-07-28
0,85.35148750,,,,,,,,,5612.00,0.97,0.99,-0.071,4.46,2018-09-25
0,85.35146610,,,,,,,,,5612.00,0.97,0.99,-0.071,4.46,2019-04-18
0,85.35129427,0.362900,5.560,,,0.000000,4.43,370,0.1071,5635.00,0.80,0.88,,4.57,2014-11-21
0,,,6.479,,,,5.75,,,5582.00,0.96,,,,2018-09-06
0,85.35141921,,,,,,,,,5612.00,0.97,0.99,-0.071,4.46,2016-07-28
0,85.35129427,0.362900,5.560,,,0.000000,4.43,370,0.1071,5635.00,0.80,0.88,,4.57,2015-08-25
0,85.35129427,,6.800,,,,,,,5773.00,0.99,0.99,,4.45,2016-05-10
0,85.35129427,0.362900,5.560,,,0.000000,4.43,370,0.1071,5635.00,0.80,0.88,,4.57,2014-11-18
0,85.35148750,0.375100,6.310,,,0.000000,5.44,390,0.0520,5584.00,0.94,0.97,,4.48,2017-05-08
0,85.35172000,0.371000,6.100,,,0.000000,,372,0.6840,5638.00,0.83,0.94,,4.57,2013-10-28
0,76.13622222,,,,,,,,,5576.31,0.94,0.98,-0.113,4.48,2018-09-25
0,,,5.042,,,,6.34,,,5511.00,0.94,,,,2018-09-06
0,76.13655826,,,,,,,,,5576.31,0.94,0.98,-0.113,4.48,2019-04-18
0,76.13616356,,,,,,,,,5576.31,0.94,0.98,-0.113,4.48,2016-07-28
0,76.13602028,0.335500,5.410,,,0.000000,7.72,425,0.0110,5565.00,1.01,0.87,,4.37,2014-11-21
0,76.13622222,0.340300,4.780,,,0.000000,6.01,399,0.0440,5591.00,0.89,0.90,,4.49,2017-05-08
0,76.13602028,,4.870,,,,,,,5653.00,0.91,0.96,,4.50,2016-05-10
0,76.13354000,0.342000,5.260,,,0.000000,,410,0.0200,5493.00,0.98,0.92,,4.42,2013-10-28
0,76.13602028,0.335500,5.410,,,0.000000,7.72,425,0.0110,5565.00,1.01,0.87,,4.37,2014-11-18
0,76.13602028,0.335500,5.410,,,0.000000,7.72,425,0.0110,5565.00,1.01,0.87,,4.37,2015-08-25
0,20.38179859,,,,,,,,,4898.00,0.73,0.80,-0.556,4.61,2016-07-28
0,20.38177573,,3.090,,,,,,,5020.00,0.77,0.81,,4.59,2016-05-10
0,20.38177573,0.134300,2.870,,,0.000000,17.11,519,0.0054,5100.00,0.71,0.79,,4.62,2014-11-18
0,20.38164000,0.135000,2.700,,,0.000000,,511,0.5200,5097.00,0.70,0.80,,4.65,2013-10-28
0,20.38174802,,,,,,,,,4898.00,0.73,0.80,-0.556,4.61,2018-09-25
0,,,2.793,,,,14.90,,,4923.00,0.71,,,,2018-09-06
0,20.38149618,,,,,,,,,4898.00,0.73,0.80,-0.556,4.61,2019-04-18
0,20.38177573,0.134300,2.870,,,0.000000,17.11,519,0.0054,5100.00,0.71,0.79,,4.62,2015-08-25
0,20.38177573,0.134300,2.870,,,0.000000,17.11,519,0.0054,5100.00,0.71,0.79,,4.62,2014-11-21
0,20.38174802,0.134500,3.160,,,0.000000,18.36,528,0.2950,4883.00,0.81,0.78,,4.51,2017-05-08
0,5.10137000,0.059000,3.200,,,0.000000,,1013,0.7900,5620.00,0.99,1.05,,4.47,2013-10-28
0,5.10138409,,,,,,,,,5529.64,0.91,0.97,-0.157,4.51,2019-04-18
0,5.10137945,0.058000,2.910,,,0.000000,287.28,1050,0.0584,5869.00,0.95,1.00,,4.48,2014-11-21
0,5.10137572,0.058000,2.840,,,0.000000,287.28,1050,0.0270,5869.00,0.95,1.00,,4.48,2017-05-08
0,5.10137945,,3.240,,,,,,,5836.00,1.06,1.04,,4.40,2016-05-10
0,5.10137945,0.058000,2.910,,,0.000000,287.28,1050,0.0584,5869.00,0.95,1.00,,4.48,2015-08-25
0,5.10137572,,,,,,,,,5529.64,0.91,0.97,-0.157,4.51,2018-09-25
0,5.10137737,,,,,,,,,5529.64,0.91,0.97,-0.157,4.51,2016-07-28
0,5.10137945,0.058000,2.910,,,0.000000,287.28,1050,0.0584,5869.00,0.95,1.00,,4.48,2014-11-18
0,,,2.556,,,,233.62,,,5868.00,0.86,,,,2018-09-06
0,3.94963138,,2.280,,,,,,,5047.00,0.78,0.82,,4.58,2016-05-10
0,3.94963138,0.046300,2.430,,,0.000000,206.05,966,0.3700,5155.00,0.84,0.85,,4.52,2014-11-21
0,3.94962123,,,,,,,,,4931.85,0.84,0.81,-0.427,4.50,2019-04-18
0,3.94963300,0.044000,2.100,,,0.000000,,927,0.0200,5078.00,0.75,0.75,,4.56,2013-10-28
0,3.94963280,,,,,,,,,4931.85,0.84,0.81,-0.427,4.50,2016-07-28
0,3.94962714,,,,,,,,,4931.85,0.84,0.81,-0.427,4.50,2018-09-25
0,3.94963138,0.046300,2.430,,,0.000000,206.05,966,0.3700,5155.00,0.84,0.85,,4.52,2015-08-25
0,3.94963138,0.046300,2.430,,,0.000000,206.05,966,0.3700,5155.00,0.84,0.85,,4.52,2014-11-18
0,,,2.261,,,,197.29,,,5160.00,0.81,,,,2018-09-06
0,3.94962714,0.046300,2.320,,,0.000000,206.05,966,0.0490,5155.00,0.84,0.85,,4.52,2017-05-08
0,3.14866155,,,,,,,,,5030.00,1.17,0.84,-0.103,4.23,2018-09-25
0,3.14866453,,2.210,,,,,,,5333.00,0.84,0.88,,4.54,2016-05-10
0,3.14867900,0.042000,2.540,,,0.000000,,1103,0.6200,5059.00,1.03,0.97,,4.40,2013-10-28
0,3.14866453,0.039000,2.270,,,0.000000,342.76,1097,0.5789,5258.00,0.87,0.80,,4.46,2014-11-18
0,3.14864615,,,,,,,,,5030.00,1.17,0.84,-0.103,4.23,2019-04-18
0,3.14866567,,,,,,,,,5030.00,1.17,0.84,-0.103,4.23,2016-07-28
0,3.14866453,0.039000,2.270,,,0.000000,342.76,1097,0.5789,5258.00,0.87,0.80,,4.46,2015-08-25
0,3.14866453,0.039000,2.270,,,0.000000,342.76,1097,0.5789,5258.00,0.87,0.80,,4.46,2014-11-21
0,,,2.720,,,,547.29,,,5256.00,1.10,,,,2018-09-06
0,3.14866155,0.039000,2.150,,,0.000000,342.76,1097,0.6520,5258.00,0.87,0.80,,4.46,2017-05-08
0,15.59460242,,,,,,,,,5878.00,1.24,1.06,0.215,4.28,2016-07-28
0,15.59459230,,,,,,,,,5878.00,1.24,1.06,0.215,4.28,2019-04-18
0,15.59461874,0.122000,2.870,,,0.000000,62.88,718,0.4541,5900.00,0.93,0.99,,4.50,2014-11-18
0,15.59466045,,,,,,,,,5878.00,1.24,1.06,0.215,4.28,2018-09-25
0,,,3.749,,,,117.83,,,5902.00,1.27,,,,2018-09-06
0,15.59461874,0.122000,2.870,,,0.000000,62.88,718,0.4541,5900.00,0.93,0.99,,4.50,2015-08-25
0,15.59466045,0.122000,2.740,,,0.000000,62.88,718,0.2660,5900.00,0.93,0.99,,4.50,2017-05-08
0,15.59461874,,2.900,,,,,,,5678.00,0.95,0.96,,4.46,2016-05-10
0,15.59461874,0.122000,2.870,,,0.000000,62.88,718,0.4541,5900.00,0.93,0.99,,4.50,2014-11-21
0,15.59490000,0.122000,2.800,,,0.000000,,713,0.6000,5880.00,0.92,0.99,,4.50,2013-10-28
0,5.83376197,,,,,,,,,5621.00,1.34,1.00,0.208,4.18,2018-09-25
0,5.83376092,0.068600,2.810,,,0.000000,397.43,1139,0.2653,6198.00,1.19,1.26,,4.39,2014-11-18
0,5.83376092,0.068600,2.810,,,0.000000,397.43,1139,0.2653,6198.00,1.19,1.26,,4.39,2014-11-21
0,5.83376209,,,,,,,,,5621.00,1.34,1.00,0.208,4.18,2019-04-18
0,5.83376197,0.068700,2.980,,,0.000000,403.49,1143,0.7420,6213.00,1.20,1.27,,4.39,2017-05-08
0,5.83376092,,2.400,,,,,,,5754.00,1.00,1.00,,4.44,2016-05-10
0,,,3.185,,,,464.76,,,6225.00,1.28,,,,2018-09-06
0,5.83373400,0.064000,2.150,,,0.000000,,1024,0.3200,6034.00,0.95,1.05,,4.50,2013-10-28
0,5.83383412,,,,,,,,,5621.00,1.34,1.00,0.208,4.18,2016-07-28
0,5.83376092,0.068600,2.810,,,0.000000,397.43,1139,0.2653,6198.00,1.19,1.26,,4.39,2015-08-25
0,14.16399400,0.107000,2.500,,,0.000000,,705,0.4200,5438.00,0.92,0.82,,4.42,2013-10-28
0,14.16399294,0.105700,2.420,,,0.000000,54.95,694,0.1800,5440.00,0.89,0.78,,4.44,2014-11-18
0,14.16400056,,,,,,,,,5284.00,0.85,0.91,-0.298,4.54,2019-04-18
0,14.16399178,,,,,,,,,5284.00,0.85,0.91,-0.298,4.54,2016-07-28
0,14.16399294,0.105700,2.420,,,0.000000,54.95,694,0.1800,5440.00,0.89,0.78,,4.44,2014-11-21
0,14.16399294,0.105700,2.420,,,0.000000,54.95,694,0.1800,5440.00,0.89,0.78,,4.44,2015-08-25
0,14.16400071,,,,,,,,,5284.00,0.85,0.91,-0.298,4.54,2018-09-25
0,,,2.166,,,,46.36,,,5428.00,0.81,,,,2018-09-06
0,14.16400071,0.105700,2.350,,,0.000000,54.95,694,0.0270,5440.00,0.89,0.78,,4.44,2017-05-08
0,14.16399294,,2.490,,,,,,,5570.00,0.92,0.93,,4.49,2016-05-10
0,,,1.437,,,,196.13,,,4832.00,0.66,,,,2018-09-06
